0,-79.097,14.86,2.0687
0.03125,-80.572,15,-0
0.0625,-82.373,14.86,-2.0687
0.09375,-84.436,14.404,-4.2312
0.125,-86.727,13.533,-6.531
0.15625,-89.262,12.11,-8.918
0.1875,-92.1,10.013,-11.226
0.21875,-95.258,7.202,-13.193
0.25,-98.6,3.7789,-14.527
0.28125,-101.79,1.3081e-12,-15
0.3125,-104.39,-3.7789,-14.527
0.34375,-106.09,-7.202,-13.193
0.375,-106.78,-10.013,-11.226
0.40625,-106.56,-12.11,-8.918
0.4375,-105.58,-13.533,-6.531
0.46875,-104,-14.404,-4.2312
0.5,-101.92,-14.86,-2.0687
0.53125,-99.428,-15,-5.3032e-12
0.5625,-96.582,-14.86,2.0687
0.59375,-93.468,-14.404,4.2312
0.625,-90.207,-13.533,6.531
0.65625,-86.968,-12.11,8.918
0.6875,-83.967,-10.013,11.226
0.71875,-81.424,-7.202,13.193
0.75,-79.498,-3.7789,14.527
0.78125,-78.214,-6.9775e-12,15
0.8125,-77.461,3.7789,14.527
0.84375,-77.069,7.202,13.193
0.875,-76.91,10.013,11.226
0.90625,-76.969,12.11,8.918
0.9375,-77.308,13.533,6.531
0.96875,-78.004,14.404,4.2312
1,-79.097,14.86,2.0687
